id,abstract,year,month,day,journal
5173138,"Retinitis pigmentosa, autosomal recessive type: three kindreds.",1971,3,1,Birth defects original article series
5173137,"Retinitis pigmentosa, autosomal dominant type: two kindreds.",1971,3,1,Birth defects original article series
5173136,Ectopia lentis et pupillae.,1971,3,1,Birth defects original article series
5173133,Genetic and biochemical evidence for two forms of oculocutaneous albinism in man.,1971,3,1,Birth defects original article series
5162683,Effect of exclusion of sib-mating on genetic drift.,1971,3,1,Theoretical population biology
5158355,[Hypersarcosinemia with sarcosinuria. Study of a new case].,1971,3,1,Journal de genetique humaine
5111032,[The inheritance of detached retina in a Texas family].,1971,3,1,The Journal of heredity
5103012,[Chemically induced mutations in mammals and man].,1971,3,1,Die Naturwissenschaften
5098075,Gene deletion and duplication effects on phenotype and gamma globulin levels.,1971,3,1,Journal of medical genetics
5098070,An inherited kidney disease of mice resembling human nephronophthisis.,1971,3,1,Journal of medical genetics
5098065,Asphyxiating thoracic chondrodystrophy. Association with renal disease and evidence for possile heterozygous expression.,1971,3,1,Journal of medical genetics
5093557,The red cell adenosine deaminase (ADA) polymorphism in Vienna. Distribution and usefullness in disputed parentage. Preliminary report.,1971,3,1,Vox sanguinis
5092479,A second family with the nail-patella allele and the adenylate kinase allele in coupling.,1971,3,1,American journal of human genetics
5092478,Recurrence risks for germinal mosaics.,1971,3,1,American journal of human genetics
5006208,Genetic heterogeneity in the Waardenburg syndrome.,1971,3,1,Birth defects original article series
4997205,Dogma disputed. Does reproductive compensation exist? An analysis of Rh data.,1971,3,1,American journal of human genetics
4997204,Studies on genetic selection in a completely ascertained caucasian population. II. Family analyses of 11 blood group systems.,1971,3,1,American journal of human genetics
4997203,"Studies on genetic selection in a completely ascertained caucasian population. I. Frequencies, age and sex effects, and phenotype associations for 12 blood group systems.",1971,3,1,American journal of human genetics
4995515,Chemical markers of transplantation individuality solubilized with sonic energy.,1971,3,1,Bacteriological reviews
4950942,Genetic approaches to the nosology of deafness.,1971,3,1,Birth defects original article series
4950918,Sex-linked chorioretinal heredodegenerations.,1971,3,1,Birth defects original article series
4950916,The heterogeneity of microphthalmia in the mentally retarded.,1971,3,1,Birth defects original article series
4950301,Somatic cell hybrids.,1971,3,1,The Soviet journal of developmental biology
4939150,The immunogenicity of human HL-A haplotypesas measured by skin graft survival times and mixed leukocyte reactions.,1971,3,1,The Journal of experimental medicine
4935874,[Genetics of the HL-A system and its applications in transplantation].,1971,3,1,Revue francaise de transfusion
4933519,Enteric bacterial agents and the ABO blood groups.,1971,3,1,American journal of human genetics
4324303,The influence of inhibitors of macromolecular syntheses on capacity of herpes simplex virus to induce chromosomal damage.,1971,3,1,The Journal of general virology
4281321,An introduction to corneal dystrophies.,1971,3,1,Birth defects original article series
4252405,Haemoglobinopathies in Burma. I. The incidence of haemoglobin E.,1971,3,1,Tropical and geographical medicine
4251477,Genetics and the urologist.,1971,3,1,The Journal of urology
4106350,Genetics of four new HL-A specificities in the Caucasian and Negro populations.,1971,3,1,Transplantation proceedings
4106347,The genetics of transplantation antigens.,1971,3,1,Transplantation proceedings
4106341,Possibility of a third sublocus.,1971,3,1,Transplantation proceedings
4106336,Genetic control of the human HL-A histocompatibility system: alternatives to the two sublocus hypothesis.,1971,3,1,Transplantation proceedings
4106305,Evidence that H-2 private specificities can be arranged in two mutually exclusive systems possibly homologous with two subsystems of HL-A.,1971,3,1,Transplantation proceedings
4106303,Genetic organization and evolution of the mouse H-2 region: a duplication model.,1971,3,1,Transplantation proceedings
4106291,Comparisons of mixed leukocyte reactions with skin graft survival in families genotyped for HL-A.,1971,3,1,Transplantation proceedings
4104073,[HL-A system. Results of leukocytes grouping done in Montpellier].,1971,3,1,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research
4101579,"Fibrinogen Amsterdam, another hereditary abnormality of fibrinogen.",1971,3,1,British journal of haematology
4100891,Dexamethasone testing in prison inmates.,1971,3,1,Investigative ophthalmology
4100944,[Pulmonary emphysema and alpha 1-antitrypsin deficiency].,1971,3,5,Munchener medizinische Wochenschrift (1950)
5280039,Three-rooted first premolars and their genetic and anthropological significance.,1971,3,16,British dental journal
4100911,Cell fusion in genetic repair.,1971,3,20,"Lancet (London, England)"
4100909,Diabetes mellitus: disease or syndrome?,1971,3,20,"Lancet (London, England)"
5581943,"Congenital osseous dysplasias. Case reports of osteopetrosis and pycnodysostosis in Ibadan, Nigeria.",1971,4,1,The West African medical journal and Nigerian practitioner
5575759,Symposium on medical genetics. I. Some principles and mechanisms of human inheritance.,1971,4,1,Journal of the Tennessee Medical Association
5575270,Treatment of familial hyperlipoproteinemia type II.,1971,4,1,Clinical science
5573858,[Biochemistry of the memory].,1971,4,1,Der Nervenarzt
5558222,Photodermatitis in North American Indians: familial actinic prurigo.,1971,4,1,International journal of dermatology
5554160,[Special considerations in genetic consultations].,1971,4,1,Monatsschrift fur Kinderheilkunde
5550782,The pathology of hereditary sensorineural hearing loss.,1971,4,1,"The Annals of otology, rhinology, and laryngology"
5550781,An appraisal of genetics in clinical otology.,1971,4,1,"The Annals of otology, rhinology, and laryngology"
5550780,Clinical aspects of genetic deafness.,1971,4,1,"The Annals of otology, rhinology, and laryngology"
5550779,The principles and practice of genetic counseling.,1971,4,1,"The Annals of otology, rhinology, and laryngology"
5545630,The mapping of human chromosomes.,1971,4,1,Scientific American
5280606,Sporadic cases of hereditary spherocytosis.,1971,4,1,North Carolina medical journal
5279528,Sequences of pituitary and placental lactogenic and growth hormones: evolution from a primordial peptide by gene reduplication.,1971,4,1,Proceedings of the National Academy of Sciences of the United States of America
5279523,Mutation and cancer: statistical study of retinoblastoma.,1971,4,1,Proceedings of the National Academy of Sciences of the United States of America
5278749,Type IV glycogen storage disease: branching enzyme deficiency in skin fibroblasts and possible heterozygote detection.,1971,4,1,The Journal of pediatrics
5163392,Concentration of phenylalanine in the blood serum of patients with various degrees of phenylketonuria.,1971,4,1,Soviet genetics
5155409,"[Permanent dentition of the contemporary population of Santa Rosa de los Pastos Grandes (Salta, Argentina)].",1971,4,1,Revista de la Sociedad Argentina de Biologia
5155408,"[Dental racial characteristics in 3 contemporary populations of Western Susque (Jujuy, Argentina)].",1971,4,1,Revista de la Sociedad Argentina de Biologia
5120222,Public health and long-term genetic implications of intrauterine diagnosis and selective abortion.,1971,4,1,Birth defects original article series
5093126,A genetic study of rheumatic fever clustering in families.,1971,4,1,Acta geneticae medicae et gemellologiae
5091868,Cheilitis glandularis.,1971,4,1,Archives of dermatology
5088022,Exocrine glands and the Chievitz organ of some mouse mutants.,1971,4,1,Journal of embryology and experimental morphology
4999318,The CDe rhesus gene complex; some considerations revealed by a study of a Danish family with an antigen of the Rhesus gene complex (C) D (e) defined by a 'new' antibody.,1971,4,1,Vox sanguinis
4939387,Marker rescue with ultraviolet-inactivated influenza virus.,1971,4,1,Journal of virology
4934940,Historical population movement and gene flow in Northumberland parishes.,1971,4,1,Journal of biosocial science
4927796,Hereditary congenital severe deafness syndromes.,1971,4,1,"The Annals of otology, rhinology, and laryngology"
4329559,Inactivation of T antigen-forming capacites of simian virus 40 and adenovirus 12 by ultraviolet irradiation.,1971,4,1,Journal of virology
4253719,Hereditary acrokeratotic poikiloderma.,1971,4,1,Archives of dermatology
4102022,Gene expression in synchronized lymphocytes: studies on the control of synthesis of immunoglobulin polypeptides.,1971,4,1,Journal of cellular physiology
5576714,[Modification of a test for recognition of heterozygotic genecarriers of mucoviscidosis].,1971,4,15,Das Deutsche Gesundheitswesen
4102742,[Dominantly inherited type of cerebellar ataxia].,1971,4,28,Zeitschrift fur Neurologie
5581590,Glucose-galactose malabsorption in an Oriental-Iraqui Jewish family.,1971,5,1,The Journal of pediatrics
5580892,Biochemical-genetic basis of human blood-group MN specificities.,1971,5,1,Die Naturwissenschaften
5580292,Sebaceous gland papules in anhidrotic ectodermal dysplasia.,1971,5,1,Archives of dermatology
5579418,Extension of the Hardy-Weinberg law to assortative mating.,1971,5,1,Annals of human genetics
5579411,Inherited variants of human nucleoside phosphorylase.,1971,5,1,Annals of human genetics
5579410,A distinctive pigment of the skin in New Guinea indigenes.,1971,5,1,Annals of human genetics
5579409,Genetics of haemoglobin H and alpha-thalassaemia.,1971,5,1,Annals of human genetics
5578958,[Marfan syndrome and retinopathia pigmentosa].,1971,5,1,Klinische Monatsblatter fur Augenheilkunde
5578950,[Clinical picture and differential diagnosis of juvenile amaurotic idiocy].,1971,5,1,Klinische Monatsblatter fur Augenheilkunde
5576926,Modern immunology in clinical paediatrics.,1971,5,1,Proceedings of the Royal Society of Medicine
5576907,Problems in genetic counseling.,1971,5,1,Proceedings of the Royal Society of Medicine
5558389,Association of the lactic dehydrogenase X 4 isozyme with male-producing rabbit spermatozoa.,1971,5,1,Journal of reproduction and fertility
5553557,"Carcinogenesis, the environment, and gene action. New Horizons for Radiologists Lecture.",1971,5,1,Radiology
5317488,Hypogonadotropic hypogonadism in patients with multiple congenital defects.,1971,5,1,Birth defects original article series
5280989,Döhle bodies and acute myeloblastic leukaemia in one family: a new familial disorder?,1971,5,1,British journal of haematology
5173751,X-linked recessive hypopituitarism.,1971,5,1,Birth defects original article series
5173197,Familial Addison's disease.,1971,5,1,Birth defects original article series
5173194,Mechanisms of gene action in disorders of the endocrine glands.,1971,5,1,Birth defects original article series
5173192,Transverse vaginal septum (hydrometrocolpos).,1971,5,1,Birth defects original article series
5173181,Familial hypophosphatemic rickets showing autosomal dominant inheritance.,1971,5,1,Birth defects original article series
5173180,Hypophosphatemic rickets with probable X-linked dominant inheritance and with ankylosing arthropathy.,1971,5,1,Birth defects original article series
5173178,A follow-up on Hanhart's dwarfs of Krk.,1971,5,1,Birth defects original article series
5173177,Albright's hereditary osteodystrophy (pseudohypoparathyroidism or pseudo-pseudohypoparathyroidism).,1971,5,1,Birth defects original article series
5173172,Panhypopituitarism.,1971,5,1,Birth defects original article series
5173170,"Isolated growth hormone deficiency, type II (sexual ateleiosis, type II).",1971,5,1,Birth defects original article series
5173169,"Isolated growth hormone dificiency, type I (sexual ateleiosis, type I).",1971,5,1,Birth defects original article series
5173168,"Unusual facies, joint hypermobility, genital anomaly and short stature: a new dysmorphic syndrome.",1971,5,1,Birth defects original article series
5173165,Gonadal dysgenesis in individuals with apparently normal chromosomal complements: tabulation of cases and compilation of genetic data.,1971,5,1,Birth defects original article series
5173156,Pseudovaginal perineoscrotal hypospadias (PPSH) in sibs.,1971,5,1,Birth defects original article series
5173154,A classification of special problems in sex differentiation.,1971,5,1,Birth defects original article series
5173152,Genetic factors in adrenocortical insufficiency.,1971,5,1,Birth defects original article series
5160931,Location of the gene for testicular feminization in the X chromosome in man.,1971,5,1,Revista brasileira de pesquisas medicas e biologicas
5159493,[Classification of diabetes mellitus].,1971,5,1,Vrachebnoe delo
5157378,Familial low frequency hearing loss.,1971,5,1,The Laryngoscope
5153328,Taste sensitivity to phenylthiocarbamide among the Jats.,1971,5,1,Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur
5120554,South-Sinai Beduin. A preliminary report on their inherited blood factors.,1971,5,1,American journal of physical anthropology
5120548,Hemoglobin and red cell enzyme variation in some populations of the Republic of Vietnam with comments on the malria hypothesis.,1971,5,1,American journal of physical anthropology
5091541,Kinky hair syndrome. A new case and a review.,1971,5,1,American journal of diseases of children (1960)
5091536,Familial neuroblastoma.,1971,5,1,American journal of diseases of children (1960)
5089944,Congenital ectodermal dysplasia of the face.,1971,5,1,The British journal of dermatology
5089847,Complex segregation analysis.,1971,5,1,American journal of human genetics
5089845,Missing maxillary lateral incisors: a genetic study.,1971,5,1,American journal of human genetics
5089842,Phylogenetic analysis: concepts and methods.,1971,5,1,American journal of human genetics
5087595,Dominant microspherophakia.,1971,5,1,"Archives of ophthalmology (Chicago, Ill. : 1960)"
5006143,Studies of serum thyroxine-binding globulin (TBG).,1971,5,1,Birth defects original article series
5006142,Genetic variants of thyroxine-binding globulin (TBG).,1971,5,1,Birth defects original article series
5005242,Some aspects of chemical mutagenesis in man and in Drosophila.,1971,5,1,Angewandte Chemie (International ed. in English)
5000658,Intermarriage patterns and blood group gene frequencies of the Bundi people of the New Guinea highlands.,1971,5,1,Human biology
4997341,[New acquisitions in the biochemistry of oncogenic riboviruses].,1971,5,1,Pathologie-biologie
4996844,"Biological divergences in south-central Bougainville: an analysis of blood polymorphism gene frequencies and anthropometric measurements utilizing tree models, and a comparison of these variables with linguistic, geographic, and migrational &quot;distances&quot;.",1971,5,1,American journal of human genetics
4995859,Alpha-1-antitrypsin: 1. Evidence for two genes causing low concentrations in serum; 2. Association of heterozygosity and chronic obstructive lung disease.,1971,5,1,Chest
4950512,Regulation of gene expression in somatic cell hybrids: a review.,1971,5,1,In vitro
4941679,Glucose-6-phosphate dehydrogenase deficiency: mechanisms of drug-induced hemolysis.,1971,5,1,Experimental eye research
4941678,Introduction to discussion of Heinz body anemias--unstable hemoglobinopathies.,1971,5,1,Experimental eye research
4941673,Introduction to discussion of regulation of erythrocyte glycolysis.,1971,5,1,Experimental eye research
4931331,[Genetic aspects of metabolic disorders].,1971,5,1,Klinische Wochenschrift
4375505,Genetic forms of pituitary dwarfism.,1971,5,1,Birth defects original article series
4356762,The lysosomal system in lymphocytes--from cyclic AMP to gene activation.,1971,5,1,Advances in cytopharmacology
4340901,[Linkage studies in man. II. Loci of autosomal pathologic characteristics and serologic tracers].,1971,5,1,Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur
4337946,[Immunity and tumors].,1971,5,1,Bollettino dell'Istituto sieroterapico milanese
4324981,Mammalian somatic cell hybrids and their susceptibility to viral infection.,1971,5,1,Federation proceedings
4324980,Regulation of differentiation in cell hybrids.,1971,5,1,Federation proceedings
4324979,Linkage studies employing mouse--man somatic cell hybrids.,1971,5,1,Federation proceedings
4252532,Ganglioside storage diseases.,1971,5,1,Federation proceedings
4155964,Relationship of hyperparathyroidism to multiple endocrine adenomatosis.,1971,5,1,Birth defects original article series
4155963,Familial tumor endocrinopathies.,1971,5,1,Birth defects original article series
4155962,Genetic disorders involving parathyroid hormone and calcitonin.,1971,5,1,Birth defects original article series
4155961,"Multiple endocrine adenomatosis presenting as Zollinger-Ellison syndrome, nonbeta islet cell adenoma, parathyroid adenoma, renal calculi, bronchial carcinoid, insulinoma, hepatic hamartoma, etc.",1971,5,1,Birth defects original article series
4155960,A familial syndrome of short stature associated with facial dysplasia and genital anomalies.,1971,5,1,Birth defects original article series
4141633,X-linked congenital panhypopituitarism.,1971,5,1,Birth defects original article series
4106552,Importance of histocompatibility in platelet transfusion therapy.,1971,5,1,Vox sanguinis
4103295,Localization of Gm markers to different molecular regions of the Fc fragment.,1971,5,1,Clinical and experimental immunology
4102352,Primary immunodeficiencies. Report of a World Health Organization Committee.,1971,5,1,Pediatrics
4101803,Evidence for recent duplications among certain gamma globulin heavy chain genes.,1971,5,1,The Journal of experimental medicine
5554300,Studies on hypoxanthine-guanine phosphoribosyltransferase in fibroblasts from patients with the Lesch-Nyhan syndrome. Evidence for genetic heterogeneity.,1971,5,10,The Journal of biological chemistry
4995463,Galactosemia: evidence for a structural gene mutation.,1971,5,14,"Science (New York, N.Y.)"
5165509,[Genetic control of antibody formation].,1971,5,15,Zeitschrift fur arztliche Fortbildung
5114863,[Priniciples of transplantation immunology].,1971,5,15,Zeitschrift fur arztliche Fortbildung
5108823,"[Etiology of the Calvé-Legg Perthes syndrome. Hematologic, genetic and histologic studies].",1971,5,28,Munchener medizinische Wochenschrift (1950)
5581018,Congenital brevicollis--(Klippel-Feil syndrome).,1971,6,1,American journal of diseases of children (1960)
5581017,"A new dominant gene mental retardation syndrome. Association with small stature, tapering fingers, characteristic facies, and possible hydrocephalus.",1971,6,1,American journal of diseases of children (1960)
5579703,[Hb Tübingen. A new beta-chain variant (beta Tp 10-21) with increased spontaneous oxidation].,1971,6,1,Klinische Wochenschrift
5579054,[Diseases of the external female genitals. Vesicular diseases with vulvar involvement (contd.)].,1971,6,1,Zeitschrift fur Haut- und Geschlechtskrankheiten
5568961,[Medico-genetic problems in pediatrics].,1971,6,1,Pediatriia
5564175,[Genetic considerations on rectocolic polyposiss].,1971,6,1,Annales de chirurgie
5559236,A family with late infantile amaurotic idiocy (Jansky-Bielschowsky's disease): report of three cases.,1971,6,1,Journal of mental deficiency research
5559233,Hereditary gingival fibromatosis.,1971,6,1,Journal of mental deficiency research
5556142,Differentiation of malignant to benign cells.,1971,6,1,Journal of theoretical biology
5314577,Sorsby's familial pseudo-inflammatory macular dystrophy.,1971,6,1,American journal of ophthalmology
5314165,Further studies supporting the identity of congenital tritanopia and hereditary dominant optic atrophy.,1971,6,1,Investigative ophthalmology
5289298,Heavy-chain variable regions in normal and pathological immunolobulins.,1971,6,1,Proceedings of the National Academy of Sciences of the United States of America
5210163,Hemoglobinopathies in Upper Volta.,1971,6,1,The Journal of tropical pediatrics and environmental child health
5173318,Familial focal facial dermal dysplasia.,1971,6,1,Birth defects original article series
5173317,The characterization of hereditary abnormalities of keratin: Clouston's ectodermal dysplasia.,1971,6,1,Birth defects original article series
5173315,The genetics of human hair growth.,1971,6,1,Birth defects original article series
5173306,Steatocystoma multiplex (multiple sebaceous cysts) with familial incidence in the first case.,1971,6,1,Birth defects original article series
5173278,Monilethrix: three cases.,1971,6,1,Birth defects original article series
5173268,Ichthyosis vulgaris of the autosomal dominant type.,1971,6,1,Birth defects original article series
5173266,The Peutz-Jeghers syndrome.,1971,6,1,Birth defects original article series
5173262,Conradi's disease: a case without cutaneous manifestations.,1971,6,1,Birth defects original article series
5173261,Familial aggregation of a &quot;new&quot; connective-tissue disorder: a nosologic problem.,1971,6,1,Birth defects original article series
5173260,"Syndrome of unilateral ectromelia, psoriasis and central nervous system anomalies.",1971,6,1,Birth defects original article series
5173259,Familial reticuloendotheliosis with eosinophilia: a follow-up.,1971,6,1,Birth defects original article series
5173258,Multiple self-healing squamous epithelioma.,1971,6,1,Birth defects original article series
5173256,Xeroderma pigmentosum and pigmented xerodermoid.,1971,6,1,Birth defects original article series
5173254,"Congenital localized absence of skin, blistering and nail abnormalities, a new syndrome.",1971,6,1,Birth defects original article series
5173253,Phenotype-genotype correlations in epidermolysis bullosa.,1971,6,1,Birth defects original article series
5173252,Congenital hypertrichosis universalis.,1971,6,1,Birth defects original article series
5173251,CHANDS: the curly hair-ankyloblepharon-nail dysplasia syndrome.,1971,6,1,Birth defects original article series
5173249,"Cleft palate, stapes fixation and oligodontia--a new autosomal recessively inherited syndrome.",1971,6,1,Birth defects original article series
5173248,"A dominantly inherited syndrome of hyaloideoretinal degeneration, cleft palate and maxillary hypoplasia (Cervenka syndrome).",1971,6,1,Birth defects original article series
5173247,Cleft uvula: a microform of facial clefts and its genetic basis.,1971,6,1,Birth defects original article series
5173246,X-linked cleft palate.,1971,6,1,Birth defects original article series
5173245,Pierre Robin syndrome occurring in two related sibships.,1971,6,1,Birth defects original article series
5173242,Genetic studies of a cleft palate clinic population.,1971,6,1,Birth defects original article series
5173238,"Syndrome of dental anomalies, curly hair and sclerotic bones.",1971,6,1,Birth defects original article series
5173236,Trichorhinophalangeal syndrome in two sibs.,1971,6,1,Birth defects original article series
5173224,"The otopalatodigital (OPD) syndrome: (conductive deafness, cleft palate and anomaly of digits).",1971,6,1,Birth defects original article series
5173213,Cleft lip/palate in the Waardenburg syndrome.,1971,6,1,Birth defects original article series
5173212,Lip pits with cleft lip and palate.,1971,6,1,Birth defects original article series
5173210,Nosologic and genetic considerations in the aglossy-adactyly syndrome.,1971,6,1,Birth defects original article series
5173208,Cherubism: a family study to delineate gene action on mandibular growth and development.,1971,6,1,Birth defects original article series
5173207,Demonstration of the lyon hypothesis in X-linked dominant hypoplastic amelogenesis imperfecta.,1971,6,1,Birth defects original article series
5173206,Cryptodontic brachymetacarpalia.,1971,6,1,Birth defects original article series
5173205,Fusion of lateral incisors as autosomal dominant trait.,1971,6,1,Birth defects original article series
5173204,Anomalies of tooth numbers including peg-shaping.,1971,6,1,Birth defects original article series
5173201,Familial holoprosencephaly.,1971,6,1,Birth defects original article series
5173200,"Holoprosencephaly and facial dysmorphia: nosology, etiology and pathogenesis.",1971,6,1,Birth defects original article series
5170716,Linkage disequilibrium and homozygosity of chromosome segments in finite populations.,1971,6,1,Theoretical population biology
5162686,Theoretical foundation of population genetics at the molecular level.,1971,6,1,Theoretical population biology
5162685,The distribution and comparison of &quot;genetic loads&quot; under heterotic selection and simple frequency-dependent selection in finite populations.,1971,6,1,Theoretical population biology
5121772,A pedigree of extra-digit V polydactyly in a Reddi family of coastal Andhra Pradesh.,1971,6,1,The Indian journal of medical research
5104633,[Renal function disorders in congenital metabolic abnormalities. 2. Renal function disorders in Lowe's and de Toni-Fanconi syndrome].,1971,6,1,Nihon Shonika Gakkai zasshi. Acta paediatrica Japonica
5098541,The inheritance of the blood group gene M k and some considerations on its possible nature.,1971,6,1,Vox sanguinis
5096536,Genetics of childhood spinal muscular atrophy.,1971,6,1,Journal of medical genetics
5096535,Ahaptoglobinaemia and predisposition to iron-deficiency anaemia.,1971,6,1,Journal of medical genetics
5096534,The genetic basis of variation in factor 8 levels among haemophiliacs.,1971,6,1,Journal of medical genetics
5092183,[Further observations on the AHm variant].,1971,6,1,Bratislavske lekarske listy
5091122,Alport's syndrome in a Negro kindred.,1971,6,1,American journal of ophthalmology
5006148,The biology of pigmentation.,1971,6,1,Birth defects original article series
4999739,"The inheritance of the Rh blood groups. I. Frequencies in 1,000 unrelated Caucasian families consisting of 2,000 parents and 2,806 children.",1971,6,1,Vox sanguinis
4996907,Preliminary surveys for the prevalence of the thalassemia genes in some African populations.,1971,6,1,Annals of tropical medicine and parasitology
4950929,The multiple nevoid basal cell carcinoma syndrome revisited.,1971,6,1,Birth defects original article series
4950928,The genetics of the photodermatoses.,1971,6,1,Birth defects original article series
4950925,Facial clefting and its syndromes.,1971,6,1,Birth defects original article series
4950922,Variability versus &quot;incidental findings&quot; in the first and second branchial arch syndrome: unilateral variants with anophthalmia.,1971,6,1,Birth defects original article series
4944053,Selection of donors for kidney transplantation.,1971,6,1,Transplantation proceedings
4944047,Prospects in host-donor matching.,1971,6,1,Transplantation proceedings
4944042,Analysis of 221 renal transplants: influence of cross-reactions between donor and recipient HL-A antigens.,1971,6,1,Transplantation proceedings
4942083,The HL-A polymorphism.,1971,6,1,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research
4375507,Inherited defects in tooth structure.,1971,6,1,Birth defects original article series
4326548,Familial progressive hyperpigmentation.,1971,6,1,Archives of dermatology
4326280,Adrenocortical atrophy and diffuse cerebral sclerosis.,1971,6,1,Archives of disease in childhood
4281327,"Syndrome of cystic eyelids, palmo-plantar keratosis, hypodontia and hypotrichosis as a possible autosomal recessive trait.",1971,6,1,Birth defects original article series
4274092,Hereditary angio-oedema: a review with particular reference to pathogenesis and treatment.,1971,6,1,Clinical allergy
4263520,Estimation of the frequency of the recessive gene of acatalasemia in Japan.,1971,6,1,Acta medicinae Okayama
4253491,"[Results of blood- and serum-grouping in Hungary (phenotype-, genotype- and gene-frequencies)].",1971,6,1,"Zeitschrift fur Immunitatsforschung, experimentelle und klinische Immunologie"
4253487,[Distribution of isoenzyme types of erythrocyte phosphoglucomutase in the German population].,1971,6,1,"Zeitschrift fur Immunitatsforschung, experimentelle und klinische Immunologie"
4141634,Lipoid proteinosis.,1971,6,1,Birth defects original article series
4104378,Blood group incompatibility and immunoglobulin levels.,1971,6,1,The Johns Hopkins medical journal
4103722,Immunochemical studies on blood groups. 48. Activity of fucose-containing oligosaccharides isolated from human urine and from ovarian cyst A and B blood group substances.,1971,6,1,"Journal of immunology (Baltimore, Md. : 1950)"
4936673,Prevalence of extrachromosomal drug resistance. R Factors in Escherichia coli.,1971,6,11,Annals of the New York Academy of Sciences
4252998,[Papillary ridges and disease].,1971,6,11,Deutsche medizinische Wochenschrift (1946)
4103583,Biosynthesis of antibodies.,1971,6,11,Nature
5000931,"Ferritin from different organs of man, rat, rabbit and pig.",1971,6,15,"Comparative biochemistry and physiology. B, Comparative biochemistry"
5282668,Making more of haemoglobin proteins.,1971,6,16,Nature: New biology
4325991,[Clinical and genetic aspects of Poland's syndrome].,1971,6,18,Deutsche medizinische Wochenschrift (1946)
4104753,Testosterone-binding protein probably not Y-linked.,1971,6,19,"Lancet (London, England)"
4326228,Ciromosomal control of reversion in transformed cells.,1971,6,25,Nature
5571751,The estimation of admixture in racial hybrids.,1971,7,1,Annals of human genetics
5571750,Fitting of models of incomplete penetrance to family data.,1971,7,1,Annals of human genetics
5571745,Differences in genetic composition between populations experiencing selective migration.,1971,7,1,Annals of human genetics
5571743,Half-normal adenylate kinase activity in three generations.,1971,7,1,Annals of human genetics
5570364,Familial pachydermoperiostosis presenting as an acromegaly-like syndrome.,1971,7,1,"The American journal of roentgenology, radium therapy, and nuclear medicine"
5559104,Holt Oram syndrome associated with carcinoma.,1971,7,1,Clinical radiology
5558164,[Inclusion of Lewis blood groups into blood group expert testimony].,1971,7,1,Blut
5283930,Expression of two X-linked genes in human hair follicles of double heterozygotes.,1971,7,1,Proceedings of the National Academy of Sciences of the United States of America
5144344,Distribution of ABO blood groups &amp; genotype frequencies in people of Rajasthan.,1971,7,1,Indian journal of experimental biology
5138849,Evidence for a genetic cline in earwax types in the Middle East and Southeast Asia.,1971,7,1,American journal of physical anthropology
5120162,"Ichthyosiform erythroderma, hair shaft abnormalities, and mental and growth retardation. A new recessive disorder.",1971,7,1,Archives of dermatology
5120102,"The HL-A antigen, LND (=W15).",1971,7,1,Vox sanguinis
5119445,[Hereditary nystagmus and primary demyelinating diseases. Clinico-genetic study of 2 families].,1971,7,1,Journal of the neurological sciences
5110645,Familial factors in adenocarcinoma of the colon.,1971,7,1,Cancer
5097906,Human salivary amylase: genetics of electrophoretic variants.,1971,7,1,American journal of human genetics
5097903,Calculations for changes in sickle-cell trait rates.,1971,7,1,American journal of human genetics
5094452,[2 cases of ochronosis].,1971,7,1,"Wiadomosci lekarskie (Warsaw, Poland : 1960)"
5088439,Genetic predictability in breast cancer risk. Surgical implications.,1971,7,1,"Archives of surgery (Chicago, Ill. : 1960)"
5003102,Gene therapy: a potentially invaluable aid to medicine and mankind.,1971,7,1,Research communications in chemical pathology and pharmacology
5003050,The population structure of south-central Bougainville.,1971,7,1,American journal of physical anthropology
4950571,Mutants: consumers with special needs.,1971,7,1,Nutrition reviews
4938238,Toward a biology of affective disorders. Genetic contributions.,1971,7,1,Archives of general psychiatry
4327003,"Purification of IMP:pyrophosphate phosphoribosyltransferases, catalytically incompetent enzymes in Lesch-Nyhan disease.",1971,7,1,Proceedings of the National Academy of Sciences of the United States of America
4326523,Pathologic lysosomes and increased urinary glycosylceramide excretion in Fabry's disease. Studies on a family with evidence of linkage with the sex-linked blood group Xg.,1971,7,1,Laboratory investigation; a journal of technical methods and pathology
4326339,A live-born infant with 69 chromosomes.,1971,7,1,The Journal of pediatrics
4257436,[Immunological study of sub-types of light lambda chains].,1971,7,1,Nouvelle revue francaise d'hematologie
4109184,[HL-A system: HL-A13 antigen and antigens of the Da9 series].,1971,7,1,Nouvelle revue francaise d'hematologie
4107029,Demonstration of type XIV pneumococcus antigenic determinants in &quot;normal&quot; human tissue using the indirect fluorescent antibody.,1971,7,1,The Alabama journal of medical sciences
4103922,Genetic polymorphism in rhesus C3 and Gc globulin.,1971,7,1,"Journal of immunology (Baltimore, Md. : 1950)"
5105183,Retention of common nucleotide sequences in the ribosomal deoxyribonucleic acid of eukaryotes and some of their physical characteristics.,1971,7,6,Biochemistry
4936781,Topics in pharmacogenetics.,1971,7,6,Annals of the New York Academy of Sciences
4936780,Variants of glucose-6-phosphate dehydrogenase.,1971,7,6,Annals of the New York Academy of Sciences
